		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	ET 	Samp	Tx 	Recept	Int.
05/01/16	12:00 a	7.8	8.1	7.8	85	5.5	3.1	WSW	11.27	6.3	WSW	5.8	7.8	5.8	2.6	752.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.438	0.000	22.1	37	6.7	20.8	7.31	 .0732	0.03	1372	1	100.0	60
05/01/16	1:00 a	6.6	7.8	6.6	86	4.4	3.1	SSW	11.27	5.8	WSW	4.4	6.6	4.3	1.0	752.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.488	0.000	22.0	36	6.2	20.6	7.19	 .0732	0.03	1373	1	100.0	60
05/01/16	2:00 a	5.9	6.7	5.9	89	4.2	3.6	SW	12.87	5.8	SW	3.2	5.9	3.2	-0.1	751.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.519	0.000	21.8	36	6.0	20.3	7.20	 .0732	0.03	1392	1	100.0	60
05/01/16	3:00 a	5.2	5.9	5.2	90	3.7	0.9	ESE	3.22	3.1	SSW	5.2	5.2	5.1	1.7	751.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.546	0.000	21.6	36	5.9	20.1	7.21	 .0733	0.00	1396	1	100.0	60
05/01/16	4:00 a	5.5	5.6	5.1	87	3.5	1.8	SW	6.44	3.1	SSW	4.2	5.4	4.1	0.7	752.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.535	0.000	21.3	36	5.6	19.7	7.23	 .0734	0.00	1374	1	100.0	60
05/01/16	5:00 a	5.8	5.8	5.5	82	3.0	1.3	SSW	4.83	4.0	SSW	5.1	5.7	5.0	1.5	752.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.521	0.000	20.8	36	5.2	19.2	7.24	 .0736	0.03	1367	1	99.9	60
05/01/16	6:00 a	4.4	5.9	4.4	89	2.8	1.3	SE	4.83	2.7	SSE	3.6	4.4	3.5	0.1	752.9	0.00	0.0	1	0.09	11	0.0	0.00	0.0	0.579	0.000	20.4	36	4.8	18.8	7.22	 .0738	0.00	1396	1	100.0	60
05/01/16	7:00 a	5.9	5.9	4.3	87	3.9	0.9	E	3.22	3.1	W	5.9	5.8	5.8	5.4	753.9	0.00	0.0	70	6.02	195	0.2	0.05	0.8	0.519	0.000	20.6	35	4.6	18.9	7.05	 .0738	0.03	1361	1	99.5	60
05/01/16	8:00 a	6.9	6.9	5.9	81	3.9	2.2	SW	8.05	4.9	SSW	5.3	6.8	5.2	7.1	754.5	0.00	0.0	240	20.64	425	1.3	0.31	2.1	0.477	0.000	21.3	35	5.2	19.7	7.04	 .0737	0.10	1394	1	100.0	60
05/01/16	9:00 a	8.5	8.5	6.9	73	3.9	2.2	SW	8.05	6.3	SW	7.3	8.3	7.1	10.2	754.7	0.00	0.0	413	35.52	654	3.5	0.83	6.9	0.410	0.000	22.1	36	6.3	20.8	7.18	 .0734	0.20	1390	1	100.0	60
05/01/16	10:00 a	8.7	9.1	8.1	76	4.7	3.1	SW	11.27	7.2	SW	6.9	8.6	6.7	9.4	754.8	0.00	0.0	404	34.75	1179	5.8	1.37	9.9	0.400	0.000	22.7	39	8.0	21.8	7.59	 .0732	0.00	1372	1	100.0	60
05/01/16	11:00 a	9.4	9.4	8.3	75	5.2	3.1	SSW	11.27	6.3	SSW	7.8	9.3	7.6	10.0	754.3	0.00	0.0	365	31.39	805	6.8	1.60	14.9	0.370	0.000	23.2	38	8.1	22.6	7.40	 .0730	0.43	1394	1	100.0	60
05/01/16	12:00 p	10.9	10.9	9.4	66	4.8	3.6	SSW	12.87	7.6	SW	9.2	10.6	8.8	13.1	753.4	0.00	0.0	684	58.83	1359	10.1	2.38	15.6	0.308	0.000	23.6	37	8.1	23.0	7.26	 .0729	0.36	1393	1	100.0	60
05/01/16	1:00 p	12.2	12.7	10.9	64	5.6	4.0	SW	14.48	7.6	SW	10.3	11.7	9.8	13.8	752.5	0.00	0.0	888	76.38	1440	7.9	1.86	16.0	0.255	0.000	24.0	38	8.8	23.4	7.35	 .0726	0.46	1346	1	98.4	60
05/01/16	2:00 p	11.8	12.2	11.4	64	5.2	5.8	SW	20.92	11.6	SW	8.6	11.2	8.1	11.6	751.7	0.00	0.0	743	63.91	1366	9.8	2.31	14.5	0.273	0.000	24.1	38	8.9	23.6	7.34	 .0725	0.46	1397	1	100.0	60
05/01/16	3:00 p	13.4	13.4	11.8	60	5.8	5.4	SW	19.31	9.4	SW	10.7	12.7	10.0	14.1	751.0	0.00	0.0	868	74.66	1081	8.5	2.00	12.0	0.206	0.000	24.5	38	9.2	23.9	7.33	 .0723	0.48	1394	1	100.0	60
05/01/16	4:00 p	11.7	13.4	11.5	65	5.4	5.8	SW	20.92	10.3	W	8.6	11.2	8.1	12.2	750.5	0.00	0.0	649	55.82	1056	5.0	1.18	8.6	0.275	0.000	24.8	37	9.1	24.2	7.22	 .0722	0.41	1391	1	100.0	60
05/01/16	5:00 p	10.8	12.0	10.7	70	5.5	5.4	WSW	19.31	9.4	WSW	7.7	10.5	7.4	9.8	751.0	0.00	0.0	320	27.52	657	2.0	0.47	4.0	0.315	0.000	24.5	36	8.4	23.9	7.03	 .0724	0.23	1394	1	100.0	60
05/01/16	6:00 p	9.3	10.7	9.3	74	4.9	4.0	W	14.48	8.0	W	6.9	9.2	6.8	4.3	751.7	0.00	0.0	93	8.00	355	0.4	0.09	1.3	0.375	0.000	24.3	36	8.2	23.7	7.04	 .0725	0.08	1395	1	100.0	60
05/01/16	7:00 p	7.6	9.3	7.6	81	4.6	4.0	WSW	14.48	8.0	W	4.9	7.5	4.8	1.4	753.4	0.00	0.0	9	0.77	37	0.0	0.00	0.0	0.447	0.000	24.0	36	8.0	23.4	7.05	 .0728	0.03	1393	1	100.0	60
05/01/16	8:00 p	7.2	7.6	7.2	84	4.7	4.5	SW	16.09	8.0	WSW	4.2	7.2	4.1	0.7	754.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.463	0.000	23.7	36	7.8	23.1	7.06	 .0729	0.03	1394	1	100.0	60
05/01/16	9:00 p	6.8	7.2	6.7	85	4.4	2.7	SW	9.66	6.3	SW	4.8	6.7	4.8	0.9	755.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.481	0.000	23.2	35	6.9	22.4	6.97	 .0732	0.03	1383	1	100.0	60
05/01/16	10:00 p	6.9	6.9	6.7	84	4.4	1.8	SSW	6.44	4.0	SSW	5.8	6.9	5.8	1.9	755.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.475	0.000	22.8	35	6.5	21.8	6.99	 .0734	0.03	1394	1	100.0	60
05/01/16	11:00 p	6.7	6.9	6.7	85	4.3	1.3	W	4.83	3.1	S	6.1	6.6	6.0	2.1	755.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.486	0.000	22.4	34	5.8	21.2	6.80	 .0735	0.03	1373	1	100.0	60
06/01/16	12:00 a	5.9	6.7	5.9	87	3.9	1.8	SSW	6.44	4.5	SW	4.7	5.9	4.6	0.7	755.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.516	0.000	22.2	34	5.6	20.8	6.81	 .0735	0.03	1396	1	100.0	60
06/01/16	1:00 a	5.1	5.9	5.1	89	3.4	2.2	SSW	8.05	4.9	WSW	3.2	5.1	3.2	-0.7	755.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.551	0.000	21.9	34	5.3	20.4	6.82	 .0736	0.03	1390	1	100.0	60
06/01/16	2:00 a	5.3	5.4	5.1	89	3.6	0.9	S	3.22	3.1	SSW	5.3	5.2	5.2	1.3	755.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.544	0.000	21.7	34	5.2	20.1	6.83	 .0736	0.00	1395	1	100.0	60
06/01/16	3:00 a	5.7	5.7	5.2	90	4.2	0.4	SW	1.61	2.2	SE	5.7	5.7	5.7	1.8	754.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.528	0.000	21.6	34	5.1	20.0	6.83	 .0736	0.00	1386	1	100.0	60
06/01/16	4:00 a	5.7	5.7	5.6	87	3.7	0.9	SSE	3.22	3.1	SE	5.7	5.6	5.6	1.7	754.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.528	0.000	21.5	33	4.5	19.8	6.64	 .0737	0.00	1392	1	100.0	60
06/01/16	5:00 a	4.6	5.7	4.6	89	3.0	0.9	SSW	3.22	2.7	S	4.5	4.6	4.4	0.5	754.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.572	0.000	21.4	33	4.5	19.7	6.64	 .0737	0.00	1372	1	100.0	60
06/01/16	6:00 a	4.6	4.7	4.3	92	3.4	0.4	N	1.61	2.7	N	4.6	4.6	4.6	0.7	755.6	0.00	0.0	1	0.09	11	0.0	0.00	0.0	0.572	0.000	21.3	33	4.4	19.6	6.64	 .0738	0.00	1391	1	100.0	60
06/01/16	7:00 a	4.9	4.9	4.4	92	3.8	0.4	E	1.61	1.8	NE	4.9	4.9	4.9	3.6	756.3	0.00	0.0	30	2.58	62	0.0	0.00	0.0	0.558	0.000	21.3	33	4.4	19.6	6.64	 .0739	0.03	1393	1	100.0	60
06/01/16	8:00 a	6.1	6.1	4.9	89	4.4	0.0	E	0.00	0.9	E	6.1	6.1	6.1	6.1	756.5	0.00	0.0	112	9.63	174	0.6	0.14	1.0	0.512	0.000	21.8	35	5.6	20.3	7.03	 .0737	0.05	1369	1	100.0	60
06/01/16	9:00 a	7.0	7.0	6.1	83	4.3	0.0	E	0.00	1.8	NNW	7.0	6.9	6.9	6.4	756.9	0.00	0.0	104	8.95	142	0.9	0.21	1.4	0.472	0.000	22.3	36	6.5	21.1	7.17	 .0736	0.05	1343	1	98.2	60
06/01/16	10:00 a	8.0	8.0	7.0	80	4.8	0.4	NNW	1.61	1.8	NNW	8.0	7.9	7.9	8.1	756.7	0.00	0.0	160	13.76	418	1.9	0.45	5.3	0.431	0.000	22.4	37	7.0	21.3	7.30	 .0735	0.08	1393	1	100.0	60
06/01/16	11:00 a	9.7	9.7	8.0	74	5.3	0.9	E	3.22	3.1	E	9.7	9.5	9.5	11.3	756.2	0.00	0.0	305	26.23	438	3.9	0.92	5.9	0.361	0.000	23.1	38	8.0	22.3	7.41	 .0733	0.15	1381	1	100.0	60
06/01/16	12:00 p	11.7	11.7	9.7	62	4.6	1.8	SW	6.44	6.7	SW	11.3	11.1	10.7	14.6	755.3	0.00	0.0	522	44.90	761	7.7	1.82	10.9	0.278	0.000	23.6	38	8.5	23.1	7.37	 .0730	0.28	1391	1	100.0	60
06/01/16	1:00 p	12.6	12.7	11.6	61	5.3	3.1	SW	11.27	8.5	SW	11.6	11.9	10.9	15.1	754.5	0.00	0.0	617	53.07	1345	8.7	2.05	16.0	0.238	0.000	23.9	37	8.3	23.3	7.25	 .0729	0.41	1400	1	100.0	60
06/01/16	2:00 p	10.8	12.9	10.8	75	6.6	3.1	W	11.27	7.6	SW	9.4	10.7	9.3	10.2	753.7	0.00	0.0	215	18.49	1216	3.6	0.85	12.3	0.313	0.000	23.8	37	8.3	23.2	7.25	 .0728	0.18	1395	1	100.0	60
06/01/16	3:00 p	11.2	11.7	10.4	71	6.1	3.6	SW	12.87	8.0	SSW	9.4	10.8	9.1	10.7	753.1	0.20	0.0	267	22.96	708	3.3	0.78	9.0	0.299	0.000	24.0	37	8.4	23.4	7.25	 .0727	0.18	1395	1	100.0	60
06/01/16	4:00 p	6.8	11.1	6.8	86	4.6	2.7	SSW	9.66	7.6	SSW	4.8	6.7	4.8	3.6	753.5	0.20	0.0	45	3.87	113	0.2	0.05	1.2	0.481	0.000	23.9	38	8.7	23.3	7.35	 .0728	0.05	1393	1	100.0	60
06/01/16	5:00 p	5.6	6.8	5.6	91	4.3	1.8	N	6.44	4.9	ENE	4.3	5.6	4.3	2.8	754.2	0.40	0.0	25	2.15	56	0.0	0.00	0.0	0.530	0.000	23.6	38	8.5	23.1	7.37	 .0729	0.03	1370	1	100.0	60
06/01/16	6:00 p	5.6	5.6	5.4	92	4.4	0.9	NE	3.22	3.1	NNE	5.6	5.6	5.6	3.0	755.3	0.20	0.0	10	0.86	21	0.0	0.00	0.0	0.532	0.000	23.4	39	8.7	22.9	7.57	 .0731	0.00	1395	1	100.0	60
06/01/16	7:00 p	5.4	5.6	5.4	95	4.7	1.8	N	6.44	4.0	N	4.1	5.4	4.1	1.5	756.1	0.80	6.2	4	0.34	28	0.0	0.00	0.0	0.539	0.000	23.4	39	8.7	22.9	7.57	 .0731	0.00	1397	1	100.0	60
06/01/16	8:00 p	5.5	5.6	5.2	95	4.8	1.3	N	4.83	3.6	NNW	4.7	5.6	4.8	2.1	756.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.535	0.000	23.2	39	8.5	22.6	7.57	 .0733	0.00	1387	1	100.0	60
06/01/16	9:00 p	5.5	5.6	5.4	95	4.8	1.8	NNW	6.44	3.6	NNW	4.2	5.6	4.2	1.6	757.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.535	0.000	22.8	38	7.8	22.0	7.43	 .0734	0.00	1396	1	100.0	60
06/01/16	10:00 p	5.7	5.7	5.5	95	4.9	0.4	N	1.61	3.1	NNW	5.7	5.7	5.7	3.1	757.8	0.40	1.0	0	0.00	0	0.0	0.00	0.0	0.528	0.000	22.4	38	7.4	21.4	7.45	 .0736	0.00	1394	1	100.0	60
06/01/16	11:00 p	5.6	5.7	5.6	95	4.9	0.0	ENE	0.00	1.8	N	5.6	5.7	5.7	3.0	757.5	0.20	1.0	0	0.00	0	0.0	0.00	0.0	0.530	0.000	22.3	38	7.3	21.2	7.47	 .0736	0.00	1392	1	100.0	60
07/01/16	12:00 a	5.4	5.6	5.4	94	4.6	0.4	E	1.61	1.8	E	5.4	5.5	5.5	2.8	757.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.537	0.000	22.1	37	6.7	20.8	7.31	 .0737	0.00	1396	1	100.0	60
07/01/16	5:00 a	4.8	4.8	4.3	95	4.0	1.3	SE	4.83	2.7	ESE	3.9	4.8	4.0	1.3	755.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.565	0.000	19.5	37	4.4	17.9	7.35	 .0743	0.00	1031	1	75.4	60
07/01/16	6:00 a	5.4	5.4	4.8	94	4.5	0.4	SE	1.61	1.8	SE	5.4	5.4	5.4	3.2	756.8	0.00	0.0	34	2.92	86	0.0	0.00	0.0	0.539	0.000	19.6	36	4.1	17.9	7.19	 .0744	0.03	1372	1	100.0	60
07/01/16	7:00 a	6.8	6.8	5.4	89	5.1	0.4	N	1.61	2.2	NNW	6.8	6.8	6.8	8.1	757.1	0.00	0.0	183	15.74	381	0.9	0.21	1.8	0.481	0.000	20.1	38	5.3	18.7	7.55	 .0742	0.08	1390	1	100.0	60
07/01/16	8:00 a	8.3	8.3	6.8	83	5.6	0.4	NNE	1.61	2.7	N	8.3	8.2	8.2	11.6	756.8	0.00	0.0	374	32.17	731	3.1	0.73	5.7	0.419	0.000	20.8	38	5.9	19.3	7.55	 .0740	0.18	1395	1	100.0	60
07/01/16	9:00 a	9.0	9.0	8.3	77	5.2	0.4	NNE	1.61	2.2	NNE	9.0	8.9	8.9	11.8	756.6	0.00	0.0	378	32.51	849	4.4	1.04	7.6	0.389	0.000	21.3	38	6.4	19.7	7.54	 .0738	0.18	1393	1	100.0	60
07/01/16	10:00 a	11.6	11.6	9.0	66	5.5	1.3	WSW	4.83	4.5	WSW	11.6	11.1	11.1	14.3	756.2	0.00	0.0	445	38.27	1167	9.0	2.12	14.7	0.280	0.000	21.8	38	6.8	20.4	7.50	 .0737	0.25	1371	1	100.0	60
07/01/16	11:00 a	12.9	13.0	11.6	61	5.6	2.2	SW	8.05	6.7	SW	12.5	12.3	11.8	16.2	755.2	0.00	0.0	624	53.67	1264	9.8	2.31	15.0	0.225	0.000	22.2	38	7.2	21.0	7.47	 .0734	0.36	1391	1	100.0	60
07/01/16	12:00 p	13.8	13.8	12.9	54	4.6	3.1	SW	11.27	7.6	SW	13.0	12.8	12.1	15.5	753.7	0.00	0.0	970	83.43	1267	8.3	1.96	15.6	0.190	0.000	22.6	41	8.6	21.7	7.85	 .0731	0.51	1398	1	100.0	60
07/01/16	1:00 p	13.8	14.4	13.7	58	5.7	3.6	SW	12.87	7.2	SW	12.7	13.1	11.9	16.3	752.6	0.00	0.0	708	60.90	1304	9.1	2.14	15.2	0.187	0.000	22.7	40	8.4	21.9	7.69	 .0730	0.43	1393	1	100.0	60
07/01/16	2:00 p	13.5	13.8	13.3	60	5.9	3.1	SSW	11.27	8.0	SW	12.7	12.8	11.9	13.0	752.0	0.00	0.0	231	19.87	299	3.0	0.71	3.9	0.201	0.000	22.6	39	7.9	21.7	7.60	 .0730	0.18	1392	1	100.0	60
07/01/16	3:00 p	8.8	14.1	8.8	72	4.1	3.6	NNW	12.87	11.2	NNW	6.7	8.6	6.4	7.7	752.0	0.40	0.8	235	20.21	803	2.5	0.59	6.3	0.396	0.000	22.7	40	8.4	21.9	7.69	 .0729	0.18	1370	1	100.0	60
07/01/16	4:00 p	10.0	10.0	8.4	68	4.4	5.8	NW	20.92	11.6	WNW	6.6	9.7	6.3	7.7	752.2	0.00	0.0	240	20.64	847	1.9	0.45	4.9	0.347	0.000	22.6	40	8.3	21.8	7.70	 .0730	0.18	1372	1	100.0	60
07/01/16	5:00 p	8.3	10.1	8.3	78	4.7	2.2	NNW	8.05	7.2	SW	7.1	8.2	6.9	5.9	753.3	0.00	0.0	43	3.70	62	0.0	0.00	0.5	0.417	0.000	22.6	40	8.3	21.7	7.70	 .0731	0.05	1394	1	100.0	60
07/01/16	6:00 p	6.5	8.3	6.4	84	4.0	4.0	WSW	14.48	8.0	SW	3.6	6.4	3.5	1.4	753.7	0.20	0.0	38	3.27	93	0.0	0.00	0.0	0.493	0.000	22.3	40	8.1	21.3	7.71	 .0732	0.00	1370	1	100.0	60
07/01/16	7:00 p	6.3	6.6	6.2	86	4.1	0.4	WSW	1.61	3.6	W	6.3	6.2	6.2	3.4	754.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.502	0.000	22.3	40	8.1	21.3	7.71	 .0733	0.05	1366	1	99.9	60
07/01/16	8:00 p	5.7	6.4	5.7	92	4.5	0.9	N	3.22	3.6	N	5.7	5.7	5.7	2.9	755.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.525	0.000	21.9	39	7.4	20.7	7.62	 .0735	0.00	1390	1	100.0	60
07/01/16	9:00 p	5.2	5.8	5.2	93	4.2	0.0	NE	0.00	1.3	NE	5.2	5.2	5.2	2.4	755.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.546	0.000	21.4	38	6.5	19.9	7.53	 .0737	0.00	1394	1	100.0	60
07/01/16	10:00 p	4.8	5.2	4.8	92	3.6	0.4	SE	1.61	2.2	SE	4.8	4.8	4.8	2.1	756.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.562	0.000	21.0	38	6.1	19.4	7.55	 .0739	0.00	1344	1	98.2	60
07/01/16	11:00 p	4.1	4.8	4.1	90	2.6	0.0	SE	0.00	1.3	SE	4.1	4.0	4.0	1.1	755.6	0.20	0.0	0	0.00	0	0.0	0.00	0.0	0.595	0.000	20.9	37	5.6	19.3	7.35	 .0739	0.00	1395	1	100.0	60
08/01/16	12:00 a	3.4	4.1	3.3	94	2.5	0.4	SE	1.61	1.8	SE	3.4	3.4	3.4	0.5	754.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.623	0.000	20.6	37	5.4	19.1	7.35	 .0739	0.00	1392	1	100.0	60
08/01/16	1:00 a	3.2	3.4	3.0	93	2.1	1.3	SE	4.83	2.7	ESE	2.1	3.2	2.1	-0.8	754.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.632	0.000	20.2	36	4.7	18.6	7.22	 .0740	0.00	1371	1	100.0	60
08/01/16	2:00 a	2.7	3.2	2.7	94	1.9	0.0	SE	0.00	1.8	SE	2.7	2.7	2.7	-0.2	754.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.650	0.000	20.1	36	4.5	18.4	7.21	 .0740	0.00	1400	1	100.0	60
08/01/16	3:00 a	2.2	2.7	2.1	96	1.7	0.9	ESE	3.22	2.2	ESE	1.9	2.2	1.9	-1.0	755.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.671	0.000	19.8	35	3.9	18.2	7.05	 .0742	0.00	1347	1	98.5	60
08/01/16	4:00 a	2.8	2.8	2.2	96	2.2	0.9	ESE	3.22	2.7	ESE	2.5	2.8	2.5	-0.4	754.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.648	0.000	19.8	35	3.9	18.1	7.05	 .0742	0.00	1390	1	100.0	60
08/01/16	5:00 a	3.2	3.2	2.7	96	2.6	1.8	ESE	6.44	2.7	ESE	1.6	3.2	1.6	-1.3	755.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.630	0.000	19.7	35	3.8	17.9	7.05	 .0742	0.00	1400	1	100.0	60
08/01/16	6:00 a	2.8	3.2	2.8	96	2.3	0.9	ESE	3.22	2.7	SSE	2.6	2.8	2.6	-0.1	756.0	0.00	0.0	12	1.03	33	0.0	0.00	0.0	0.646	0.000	19.7	35	3.8	17.9	7.05	 .0743	0.00	1390	1	100.0	60
08/01/16	7:00 a	2.9	2.9	2.6	96	2.3	0.9	ESE	3.22	2.7	ENE	2.6	2.9	2.6	2.3	756.8	0.00	0.0	75	6.45	120	0.2	0.05	0.7	0.644	0.000	19.8	35	3.9	18.1	7.05	 .0744	0.03	1367	1	99.9	60
08/01/16	8:00 a	3.8	3.8	2.9	97	3.3	0.4	NW	1.61	2.7	NNE	3.8	3.8	3.8	5.2	757.2	0.00	0.0	196	16.86	301	1.5	0.35	2.7	0.606	0.000	20.1	36	4.6	18.5	7.21	 .0743	0.08	1347	1	98.5	60
08/01/16	9:00 a	5.7	5.7	3.8	90	4.2	1.3	NNW	4.83	4.9	N	5.0	5.7	5.0	8.2	757.2	0.00	0.0	421	36.21	1018	5.2	1.23	10.1	0.525	0.000	20.9	36	5.3	19.2	7.24	 .0740	0.18	1360	1	99.4	60
08/01/16	10:00 a	8.7	8.7	5.7	80	5.5	1.3	NNW	4.83	4.0	NNE	8.4	8.7	8.3	12.7	756.7	0.00	0.0	740	63.65	947	10.2	2.40	12.6	0.400	0.000	21.4	37	6.1	19.8	7.34	 .0738	0.30	1394	1	100.0	60
08/01/16	11:00 a	11.6	11.6	8.7	57	3.3	1.3	NNW	4.83	4.0	NNW	11.6	10.9	10.9	15.5	756.1	0.00	0.0	772	66.40	1104	11.9	2.81	14.1	0.282	0.000	21.8	40	7.6	20.6	7.72	 .0736	0.36	1369	1	100.0	60
08/01/16	12:00 p	12.7	12.7	11.6	50	2.6	1.8	W	6.44	5.4	W	12.5	11.7	11.5	15.3	755.4	0.00	0.0	957	82.31	1241	8.5	2.00	14.5	0.234	0.000	22.1	38	7.1	20.8	7.48	 .0735	0.43	1397	1	100.0	60
08/01/16	1:00 p	14.7	14.8	12.7	39	0.9	1.3	WSW	4.83	4.0	S	14.7	13.2	13.2	17.8	754.6	0.00	0.0	802	68.98	1243	9.9	2.33	14.1	0.150	0.000	22.1	38	7.1	20.8	7.48	 .0734	0.43	1371	1	100.0	60
08/01/16	2:00 p	13.1	14.7	12.1	46	1.7	3.6	SW	12.87	14.3	S	11.7	11.9	10.6	14.5	754.3	0.00	0.0	654	56.25	1294	6.7	1.58	13.3	0.220	0.000	22.2	37	6.8	21.0	7.31	 .0734	0.41	1391	1	100.0	60
08/01/16	3:00 p	12.9	13.1	11.8	50	2.8	4.0	SW	14.48	10.3	WSW	11.2	11.9	10.2	13.2	753.2	0.00	0.0	705	60.64	1055	5.5	1.30	8.2	0.225	0.000	22.6	37	7.1	21.6	7.30	 .0731	0.41	1369	1	100.0	60
08/01/16	4:00 p	14.2	15.2	12.9	45	2.4	0.9	SW	3.22	4.0	SSW	14.2	12.9	12.9	16.5	753.2	0.00	0.0	483	41.54	680	2.8	0.66	4.6	0.171	0.000	22.8	37	7.4	21.9	7.29	 .0731	0.28	1402	1	100.0	60
08/01/16	5:00 p	11.0	14.2	11.0	75	6.7	2.2	NE	8.05	8.9	SW	10.2	10.8	10.0	9.7	753.1	0.00	0.0	73	6.28	323	0.4	0.09	1.3	0.306	0.000	22.7	37	7.3	21.8	7.29	 .0731	0.10	1388	1	100.0	60
08/01/16	6:00 p	9.4	11.0	9.3	79	5.9	4.0	SW	14.48	8.5	SW	7.0	9.3	6.9	4.8	753.4	0.40	1.0	35	3.01	104	0.0	0.00	0.0	0.373	0.000	22.4	37	7.0	21.3	7.30	 .0732	0.05	1391	1	100.0	60
08/01/16	7:00 p	8.6	9.4	8.6	78	4.9	3.1	WSW	11.27	6.3	SW	6.7	8.4	6.6	3.8	753.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.407	0.000	21.8	36	6.1	20.4	7.20	 .0734	0.03	1391	1	100.0	60
08/01/16	8:00 p	7.9	8.6	7.9	85	5.5	1.8	SW	6.44	4.5	WSW	6.9	7.9	6.9	4.0	754.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.435	0.000	21.3	36	5.6	19.7	7.24	 .0737	0.03	1394	1	100.0	60
08/01/16	9:00 p	6.9	7.9	6.9	83	4.2	1.3	ESE	4.83	3.6	ESE	6.3	6.8	6.2	3.3	755.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.477	0.000	21.0	36	5.3	19.3	7.25	 .0738	0.03	1388	1	100.0	60
08/01/16	10:00 p	6.3	6.9	5.9	78	2.8	1.8	SE	6.44	3.6	SE	5.1	6.2	4.9	1.9	755.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.500	0.000	20.7	35	4.7	19.1	7.05	 .0739	0.03	1397	1	100.0	60
08/01/16	11:00 p	6.1	6.4	6.1	83	3.4	1.3	SE	4.83	2.7	SSE	5.4	6.0	5.3	2.4	755.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.509	0.000	20.4	35	4.5	18.8	7.05	 .0740	0.03	1395	1	100.0	60
09/01/16	12:00 a	4.6	6.1	4.6	90	3.1	1.8	SE	6.44	3.6	SE	3.2	4.6	3.1	0.1	754.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.572	0.000	20.2	35	4.3	18.6	7.05	 .0740	0.03	1393	1	100.0	60
09/01/16	1:00 a	3.5	4.6	3.5	92	2.3	1.3	ESE	4.83	3.1	ESE	2.4	3.4	2.4	-0.6	754.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.618	0.000	20.1	35	4.1	18.4	7.05	 .0740	0.00	1393	1	100.0	60
09/01/16	2:00 a	3.9	3.9	3.1	94	3.1	0.4	ESE	1.61	2.2	ESE	3.9	3.9	3.9	0.9	754.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.600	0.000	19.8	34	3.5	18.1	6.85	 .0741	0.00	1369	1	100.0	60
09/01/16	3:00 a	3.1	4.0	3.1	95	2.4	0.9	SW	3.22	4.5	WSW	2.8	3.1	2.8	-0.2	754.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.634	0.000	19.8	34	3.5	18.0	6.85	 .0741	0.00	1393	1	100.0	60
